timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743687531824,1067,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,5664,545,3,4,null,0,57,835
1743687531879,1067,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,5664,545,3,4,https://petstore.octoperf.com/actions/Catalog.action,1066,0,835
1743687532315,744,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,5664,545,3,4,null,0,1,560
1743687532316,744,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,5664,545,3,4,https://petstore.octoperf.com/actions/Catalog.action,743,0,560
1743687532949,214,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,4081,987,3,4,null,0,8,0
1743687532956,214,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,4081,987,3,4,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,214,0,0
1743687533060,181,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,3441,987,3,4,null,0,1,0
1743687533061,181,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,3441,987,3,4,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,181,0,0
1743687532366,878,NavigateWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-30,,true,,5664,545,1,4,null,0,3,692
1743687532367,878,NavigateWebsite-25,200,,Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-30,text,true,,5664,545,1,4,https://petstore.octoperf.com/actions/Catalog.action,878,0,692
1743687532808,716,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,5664,545,4,6,null,0,1,538
1743687532809,716,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,5664,545,4,6,https://petstore.octoperf.com/actions/Catalog.action,715,0,538
1743687533525,176,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,3441,987,4,6,null,0,0,0
1743687533525,176,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,3441,987,4,6,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,176,0,0
1743687533171,706,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,4986,598,5,7,null,0,2,527
1743687533173,706,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,4986,598,5,7,https://petstore.octoperf.com/actions/Catalog.action,706,0,527
1743687533879,166,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,3445,991,5,7,null,0,0,0
1743687533879,166,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,3445,991,5,7,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,166,0,0
1743687533300,744,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,,true,,5664,545,5,7,null,0,2,578
1743687533301,744,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,text,true,,5664,545,5,7,https://petstore.octoperf.com/actions/Catalog.action,744,0,578
1743687533243,822,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4986,598,5,7,null,0,0,636
1743687533243,822,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4986,598,5,7,https://petstore.octoperf.com/actions/Catalog.action,802,0,636
1743687534046,190,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,,true,,3442,988,5,7,null,0,0,0
1743687534046,190,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,text,true,,3442,988,5,7,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,190,0,0
1743687533380,856,NavigateWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-29,,true,,5664,545,2,7,null,0,1,664
1743687533381,856,NavigateWebsite-25,200,,Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-29,text,true,,5664,545,2,7,https://petstore.octoperf.com/actions/Catalog.action,855,0,664
1743687534065,188,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4081,987,5,7,null,0,4,0
1743687534068,188,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4081,987,5,7,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,188,0,0
1743687533701,698,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,4986,598,6,9,null,0,2,535
1743687533702,698,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,4986,598,6,9,https://petstore.octoperf.com/actions/Catalog.action,698,0,535
1743687533792,742,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,5664,545,6,9,null,0,0,579
1743687533792,742,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,text,true,,5664,545,6,9,https://petstore.octoperf.com/actions/Catalog.action,742,0,579
1743687534401,175,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,3441,987,6,9,null,0,0,0
1743687534401,175,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,3441,987,6,9,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,175,0,0
1743687534534,163,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,3441,987,6,9,null,0,2,0
1743687534535,163,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,text,true,,3441,987,6,9,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,163,0,0
1743687534045,774,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,4990,598,7,10,null,0,1,607
1743687534046,774,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,4990,598,7,10,https://petstore.octoperf.com/actions/Catalog.action,774,0,607
1743687534257,720,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4986,598,7,10,null,0,0,560
1743687534257,720,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4986,598,7,10,https://petstore.octoperf.com/actions/Catalog.action,720,0,560
1743687534283,693,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,,true,,5664,545,7,10,null,0,2,533
1743687534284,693,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,text,true,,5664,545,7,10,https://petstore.octoperf.com/actions/Catalog.action,693,0,533
1743687534820,167,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,3445,991,7,10,null,0,2,0
1743687534821,167,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,3445,991,7,10,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,167,0,0
1743687534237,837,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,,true,,4987,598,7,10,null,0,0,635
1743687534237,837,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,text,true,,4987,598,7,10,https://petstore.octoperf.com/actions/Catalog.action,836,0,635
1743687534366,707,NavigateWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-28,,true,,5664,545,3,10,null,0,1,510
1743687534367,707,NavigateWebsite-25,200,,Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-28,text,true,,5664,545,3,10,https://petstore.octoperf.com/actions/Catalog.action,706,0,510
1743687534978,161,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,3442,988,7,11,null,0,0,0
1743687534978,161,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,3442,988,7,11,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,161,0,0
1743687534978,160,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,,true,,4081,987,7,11,null,0,1,0
1743687534979,160,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,text,true,,4081,987,7,11,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,160,0,0
1743687535074,208,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,,true,,3441,987,8,12,null,0,0,0
1743687535074,208,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,text,true,,3441,987,8,12,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,208,0,0
1743687534577,706,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,4986,598,8,12,null,0,0,516
1743687534577,706,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,4986,598,8,12,https://petstore.octoperf.com/actions/Catalog.action,706,0,516
1743687534774,665,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,,true,,5664,545,8,13,null,0,1,507
1743687534775,665,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,text,true,,5664,545,8,13,https://petstore.octoperf.com/actions/Catalog.action,664,0,507
1743687535283,163,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,3441,987,8,13,null,0,0,0
1743687534699,746,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,4986,598,8,13,null,0,1,582
1743687534700,746,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,text,true,,4986,598,8,13,https://petstore.octoperf.com/actions/Catalog.action,746,0,582
1743687535283,163,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,3441,987,8,13,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,163,0,0
1743687535440,167,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,,true,,3445,991,8,13,null,0,0,0
1743687535440,167,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,text,true,,3445,991,8,13,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,167,0,0
1743687535446,163,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,3442,988,8,13,null,0,1,0
1743687535446,163,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,text,true,,3442,988,8,13,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,163,0,0
1743687534989,703,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,4990,598,8,13,null,0,0,531
1743687534989,703,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,4990,598,8,13,https://petstore.octoperf.com/actions/Catalog.action,703,0,531
1743687535133,742,NavigateWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario3 - Add to Cart - jp@gc - Ultimate Thread Group 3-8,,true,,5664,545,1,14,null,0,0,540
1743687535133,742,NavigateWebsite-69,200,,Scenario3 - Add to Cart - jp@gc - Ultimate Thread Group 3-8,text,true,,5664,545,1,14,https://petstore.octoperf.com/actions/Catalog.action,742,0,540
1743687535692,188,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,4081,987,9,14,null,0,1,0
1743687535693,188,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,4081,987,9,14,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,188,0,0
1743687535139,741,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4987,598,9,14,null,0,1,554
1743687535140,741,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4987,598,9,14,https://petstore.octoperf.com/actions/Catalog.action,741,0,554
1743687535267,670,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,,true,,5664,545,9,14,null,0,1,516
1743687535268,670,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,text,true,,5664,545,9,14,https://petstore.octoperf.com/actions/Catalog.action,669,0,516
1743687535367,626,NavigateWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-27,,true,,5664,545,4,14,null,0,1,459
1743687535368,626,NavigateWebsite-25,200,,Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-27,text,true,,5664,545,4,14,https://petstore.octoperf.com/actions/Catalog.action,625,0,459
1743687535881,175,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,3441,987,9,14,null,0,0,0
1743687535881,175,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,3441,987,9,14,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,175,0,0
1743687535938,174,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,,true,,3441,987,9,14,null,0,0,0
1743687535446,665,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,4986,598,9,14,null,0,1,497
1743687535447,665,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,4986,598,9,14,https://petstore.octoperf.com/actions/Catalog.action,665,0,497
1743687535938,174,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,text,true,,3441,987,9,14,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,174,0,0
1743687535608,657,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,,true,,4990,598,10,15,null,0,0,504
1743687535608,657,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,text,true,,4990,598,10,15,https://petstore.octoperf.com/actions/Catalog.action,657,0,504
1743687535139,1130,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,,true,,4986,598,10,15,null,0,1,972
1743687535140,1130,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,text,true,,4986,598,10,15,https://petstore.octoperf.com/actions/Catalog.action,1129,0,972
1743687536112,160,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,3445,991,10,15,null,0,1,0
1743687536113,160,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,3445,991,10,15,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,160,0,0
1743687535610,702,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,4987,598,10,15,null,0,0,528
1743687535610,702,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,text,true,,4987,598,10,15,https://petstore.octoperf.com/actions/Catalog.action,702,0,528
1743687536266,153,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,,true,,3442,988,10,16,null,0,0,0
1743687536266,153,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,text,true,,3442,988,10,16,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,153,0,0
1743687536270,160,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,,true,,4081,987,10,16,null,0,0,0
1743687536270,160,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,text,true,,4081,987,10,16,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,160,0,0
1743687535758,705,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-53,,true,,5664,545,10,16,null,0,1,517
1743687535759,705,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-53,text,true,,5664,545,10,16,https://petstore.octoperf.com/actions/Catalog.action,704,0,517
1743687536312,191,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,3441,987,10,16,null,0,1,0
1743687536313,191,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,text,true,,3441,987,10,16,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,191,0,0
1743687535881,634,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,4986,598,10,16,null,0,0,476
1743687535881,634,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,4986,598,10,16,https://petstore.octoperf.com/actions/Catalog.action,634,0,476
1743687535283,1415,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,,true,,4986,598,10,16,null,0,1,1181
1743687536464,234,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-53,,true,,3441,987,10,16,null,0,1,0
1743687535283,1415,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,text,true,,4986,598,10,16,https://petstore.octoperf.com/actions/Catalog.action,1415,0,1181
1743687536464,234,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-53,text,true,,3441,987,10,16,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,234,0,0
1743687536516,183,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,,true,,3445,991,10,16,null,0,0,0
1743687536516,183,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-61,text,true,,3445,991,10,16,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,183,0,0
1743687536057,655,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4986,598,10,16,null,0,0,495
1743687536057,655,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4986,598,10,16,https://petstore.octoperf.com/actions/Catalog.action,653,0,495
1743687536699,166,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,,true,,3442,988,11,17,null,0,1,0
1743687536699,166,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-58,text,true,,3442,988,11,17,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,166,0,0
1743687536712,159,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,,true,,4081,987,11,17,null,0,1,0
1743687536713,159,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-60,text,true,,4081,987,11,17,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,159,0,0
1743687536113,770,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,,true,,4986,598,11,17,null,0,0,586
1743687536113,770,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,text,true,,4986,598,11,17,https://petstore.octoperf.com/actions/Catalog.action,769,0,586
1743687536251,690,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-52,,true,,5664,545,11,17,null,0,1,518
1743687536252,690,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-52,text,true,,5664,545,11,17,https://petstore.octoperf.com/actions/Catalog.action,689,0,518
1743687536273,789,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,4990,598,11,17,null,0,1,606
1743687536274,789,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,4990,598,11,17,https://petstore.octoperf.com/actions/Catalog.action,789,0,606
1743687536883,186,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,,true,,3441,987,11,17,null,0,0,0
1743687536883,186,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-54,text,true,,3441,987,11,17,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,186,0,0
1743687536419,686,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,,true,,4987,598,11,17,null,0,1,519
1743687536420,686,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,text,true,,4987,598,11,17,https://petstore.octoperf.com/actions/Catalog.action,686,0,519
1743687536942,170,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-52,,true,,3441,987,11,17,null,0,1,0
1743687536943,170,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-52,text,true,,3441,987,11,17,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,170,0,0
1743687536430,746,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,,true,,4986,598,11,17,null,0,1,528
1743687536505,672,NavigateToWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,4986,598,11,17,null,0,0,494
1743687536431,746,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-56,text,true,,4986,598,11,17,https://petstore.octoperf.com/actions/Catalog.action,745,0,528
1743687536505,672,NavigateToWebsite-7,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,text,true,,4986,598,11,17,https://petstore.octoperf.com/actions/Catalog.action,672,0,494
1743687536366,810,NavigateWebsite,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-26,,true,,5664,545,5,17,null,0,1,572
1743687536367,810,NavigateWebsite-25,200,,Scenario 2 - View Results - jp@gc - Ultimate Thread Group 2-26,text,true,,5664,545,5,17,https://petstore.octoperf.com/actions/Catalog.action,809,0,572
1743687537063,184,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,,true,,3445,991,12,18,null,0,0,0
1743687537063,184,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-59,text,true,,3445,991,12,18,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,184,0,0
1743687537106,184,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,,true,,3442,988,12,18,null,0,0,0
1743687537106,184,SearchPet-24,200,,Scenario1 - Search - jp@gc - Ultimate Thread Group 1-55,text,true,,3442,988,12,18,https://petstore.octoperf.com/actions/Catalog.action;jsessionid=1B16E0AE7A07EB7A08B873F865341B59,184,0,0
1743687537177,147,SearchPet,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario1 - Search - jp@gc - Ultimate Thread Group 1-57,,true,,3441,987,12,18,null,0,2,0
